,A,B,C,D,E,F1,G1,H1,I1,J1,K1,L,M,N,O,P,Q,H,G,F,K,I,J
2016-11-29 04:00:00,-20.51,-157.051,-40.437,-74.296,-82.023,-176.414,-77.836,-56.889,-17.982,-25.314,-89.713,-77.576,-123.399,-127.457,-196.216,-87.671,-490.935,-294.746,-166.695,-311.139,-196.216,-87.671,-490.935
2016-11-29 05:00:00,-19.346,-163.86,-41.842,-76.87,-81.205,-162.197,-71.934,-53.458,-18.04,-24.638,-95.645,-78.9,-129.413,-122.662,-186.036,-89.732,-494.791,-297.207,-172.09,-287.588,-186.036,-89.732,-494.791
2016-11-29 06:00:00,-19.587,-175.717,-43.612,-79.988,-80.773,-143.328,-69.452,-54.044,-18.001,-26.105,-102.08,-81.345,-143.971,-122.686,-185.357,-92.126,-491.524,-306.111,-188.077,-266.824,-185.357,-92.126,-491.524
2016-11-29 07:00:00,-23.29,-192.81,-48.609,-89.84,-82.292,-148.36,-76.204,-74.507,-20.18,-34.277,-108.998,-91.71,-176.123,-154.557,-203.991,-104.586,-686.853,-355.264,-230.579,-299.071,-203.991,-104.586,-686.853
2016-11-29 08:00:00,-40.23,-219.492,-57.537,-108.21,-98.054,-191.283,-122.983,-124.976,-26.237,-50.587,-116.374,-115.121,-258.114,-200.998,-294.656,-131.847,-1392.751,-432.493,-334.938,-439.243,-294.656,-131.847,-1392.751
2016-11-29 09:00:00,-55.537,-288.346,-73.001,-132.861,-118.714,-259.4,-178.872,-186.44,-43.279,-71.221,-127.429,-174.092,-355.056,-279.554,-425.221,-167.638,-2329.908,-581.076,-469.556,-624.712,-425.221,-167.638,-2329.908
2016-11-29 10:00:00,-54.71,-390.551,-53.24,-92.039,-126.376,-348.979,-182.341,-251.35,-59.175,-93.811,-144.591,-216.47,-456.189,-369.457,-427.512,-112.898,-2766.331,-730.518,-609.175,-782.671,-427.512,-112.898,-2766.331
2016-11-29 11:00:00,-56.255,-455.088,-101.93,-240.24,-129.994,-425.791,-186.333,-265.597,-62.605,-110.743,-162.497,-253.144,-520.757,-444.771,-440.351,-247.788,-2485.914,-860.412,-694.106,-877.72,-440.351,-247.788,-2485.914
2016-11-29 12:00:00,-59.046,-431.088,-133.883,-240.24,-133.49,-446.373,-191.996,-263.962,-60.927,-118.125,-156.828,-260.208,-545.191,-447.426,-459.471,-255.228,-2165.513,-864.462,-724.243,-902.331,-459.471,-255.228,-2165.513
2016-11-29 13:00:00,-61.902,-387.368,-132.935,-236.835,-137.036,-429.783,-197.715,-258.25,-64.203,-111.35,-144.627,-261.949,-545.965,-412.529,-480.29,-251.913,-1998.62,-819.105,-721.518,-885.747,-480.29,-251.913,-1998.62
2016-11-29 14:00:00,-62.424,-397.246,-131.606,-233.43,-140.625,-442.125,-200.861,-254.71,-70.816,-90.509,-156.841,-274.435,-563.093,-373.35,-496.289,-248.623,-2010.043,-804.627,-724.418,-897.696,-496.289,-248.623,-2010.043
2016-11-29 15:00:00,-59.182,-365.194,-130.291,-230.07,-144.263,-435.899,-189.059,-254.71,-70.262,-96.989,-138.301,-278.189,-561.787,-336.139,-471.52,-245.356,-2015.041,-752.63,-729.038,-879.668,-471.52,-245.356,-2015.041
2016-11-29 16:00:00,-56.027,-366.588,-128.975,-226.733,-147.946,-435.386,-177.623,-254.71,-66.545,-105.335,-131.209,-284.054,-570.399,-327.903,-447.422,-242.089,-1897.234,-743.167,-742.279,-867.72,-447.422,-242.089,-1897.234
2016-11-29 17:00:00,-52.958,-364.568,-124.076,-216.98,-151.666,-434.873,-166.544,-254.71,-63.083,-107.227,-124.377,-275.895,-539.675,-327.907,-423.917,-232.121,-1742.978,-728.179,-709.985,-856.128,-423.917,-232.121,-1742.978
2016-11-29 18:00:00,-49.201,-337.447,-116.703,-205.327,-147.602,-404.622,-154.781,-267.635,-58.322,-89.773,-115.819,-243.702,-480.671,-297.342,-398.437,-219.487,-1544.062,-656.863,-628.766,-827.038,-398.437,-219.487,-1544.062
2016-11-29 19:00:00,-44.655,-268.213,-99.855,-180.649,-102.315,-362.156,-141.483,-214.538,-53.59,-73.711,-99.395,-205.503,-403.6,-256.288,-367.948,-191.606,-1220.788,-561.186,-530.9,-718.178,-367.948,-191.606,-1220.788
2016-11-29 20:00:00,-35.426,-205.553,-76.54,-141.861,-77.746,-283.155,-117.867,-164.812,-42.754,-61.257,-76.333,-156.857,-316.112,-238.822,-311.363,-156.218,-937.461,-472.011,-420.122,-565.834,-311.363,-156.218,-937.461
2016-11-29 21:00:00,-29.053,-187.743,-61.206,-109.122,-68.111,-193.715,-99.098,-132.897,-33.783,-50.675,-57.511,-100.864,-209.488,-214.606,-264.503,-129.5,-830.149,-372.982,-293.947,-425.71,-264.503,-129.5,-830.149
2016-11-29 22:00:00,-26.905,-193.417,-54.145,-95.997,-61.775,-134.201,-93.436,-114.813,-27.622,-37.161,-42.141,-88.92,-203.842,-198.701,-246.73,-113.034,-961.861,-329.763,-268.625,-342.451,-246.73,-113.034,-961.861
2016-11-29 23:00:00,-26.82,-177.541,-51.231,-89.392,-58.783,-164.794,-87.147,-115.186,-18.173,-41.683,-45.72,-115.012,-220.586,-187.824,-236.591,-91.96,-903.355,-348.556,-280.442,-367.127,-236.591,-91.96,-903.355
2016-11-30 00:00:00,-33.376,-206.871,-55.426,-88.264,-53.277,-255.082,-91.152,-125.654,-16.585,-38.449,-59.245,-117.601,-178.538,-155.819,-257.793,-75.342,-867.058,-332.665,-233.572,-471.887,-257.793,-75.342,-867.058
2016-11-30 01:00:00,-47.319,-231.126,-54.124,-88.079,-51.226,-198.682,-126.578,-140.078,-16.679,-34.934,-66.621,-114.101,-165.676,-138.984,-330.091,-70.466,-1000.309,-319.707,-217.289,-465.338,-330.091,-70.466,-1000.309
2016-11-30 02:00:00,-47.253,-240.916,-50.827,-88.82,-53.317,-168.914,-113.692,-149.583,-13.034,-33.086,-67.584,-109.407,-171.971,-138.156,-330.005,-75.159,-949.777,-315.147,-218.091,-432.188,-330.005,-75.159,-949.777
2016-11-30 03:00:00,-44.123,-249.027,-47.636,-88.153,-53.466,-176.008,-102.952,-157.622,-13.345,-31.289,-67.256,-109.529,-173.82,-140.768,-310.391,-75.703,-924.788,-317.554,-218.454,-436.582,-310.391,-75.703,-924.788
2016-11-30 04:00:00,-41.679,-253.235,-45.187,-86.502,-45.18,-185.394,-94.811,-163.883,-13.694,-29.734,-66.188,-108.187,-170.921,-145.822,-293.424,-68.341,-915.167,-320.197,-214.35,-444.088,-293.424,-68.341,-915.167
2016-11-30 05:00:00,-41.465,-230.789,-42.838,-80.676,-42.34,-197.345,-90.442,-147.172,-13.722,-28.264,-61.782,-98.724,-158.835,-136.27,-289.695,-69.651,-940.299,-296.776,-200.821,-434.959,-289.695,-69.651,-940.299
2016-11-30 06:00:00,-42.905,-206.676,-42.624,-84.108,-51.796,-217.752,-91.829,-141.951,-13.865,-27.769,-62.941,-89.577,-160.204,-120.538,-298.709,-69.36,-985.137,-273.057,-201.838,-451.532,-298.709,-69.36,-985.137
2016-11-30 07:00:00,-47.545,-225.247,-52.307,-107.975,-65.352,-258.404,-109.538,-162.64,-16.48,-32.508,-78.322,-100.208,-193.26,-169.457,-328.187,-97.293,-1052.305,-347.987,-242.248,-530.582,-328.187,-97.293,-1052.305
2016-11-30 08:00:00,-52.705,-287.962,-82.128,-144.843,-85.252,-376.495,-163.614,-202.931,-25.894,-58.195,-102.083,-135.466,-238.098,-243.04,-360.043,-191.429,-1158.028,-480.589,-322.187,-743.04,-360.043,-191.429,-1158.028
2016-11-30 09:00:00,-58.311,-345.686,-103.245,-217.943,-127.873,-516.618,-198.096,-228.637,-40.836,-75.202,-140.231,-186.018,-283.709,-317.923,-396.66,-321.211,-1431.002,-644.172,-399.747,-943.351,-396.66,-321.211,-1431.002
2016-11-30 10:00:00,-63.245,-377.783,-136.692,-299.891,-171.215,-553.499,-197.811,-238.179,-50.96,-99.549,-185.574,-258.456,-322.513,-368.325,-445.408,-387.027,-1791.207,-812.355,-473.022,-989.488,-445.408,-387.027,-1791.207
2016-11-30 11:00:00,-68.326,-381.661,-159.891,-339.562,-179.951,-555.659,-206.312,-236.858,-51.126,-111.925,-220.377,-298.417,-288.761,-375.721,-497.79,-339.93,-2035.568,-894.516,-451.812,-998.829,-497.79,-339.93,-2035.568
2016-11-30 12:00:00,-70.927,-375.99,-154.679,-316.064,-182.735,-557.82,-211.745,-230.832,-51.773,-107.679,-216.544,-303.839,-279.848,-351.768,-529.354,-292.476,-1922.045,-872.152,-439.301,-1000.397,-529.354,-292.476,-1922.045
2016-11-30 13:00:00,-68.326,-368.344,-145.736,-289.341,-193.045,-559.981,-217.235,-226.285,-56.983,-100.095,-200.548,-286.114,-284.038,-320.726,-505.138,-267.437,-1684.306,-807.387,-441.117,-1003.501,-505.138,-267.437,-1684.306
2016-11-30 14:00:00,-62.892,-366.771,-148.064,-264.365,-209.37,-562.984,-214.28,-225.008,-63.265,-103.381,-184.811,-311.842,-278.339,-347.73,-442.879,-270.871,-1718.97,-844.383,-444.985,-1002.273,-442.879,-270.871,-1718.97
2016-11-30 15:00:00,-58.507,-366.258,-163.736,-243.04,-225.214,-565.987,-203.186,-224.829,-59.37,-110.291,-170.488,-304.204,-292.53,-370.908,-402.032,-276.404,-1639.611,-845.6,-462.19,-994.002,-402.032,-276.404,-1639.611
2016-11-30 16:00:00,-54.286,-365.893,-177.828,-245.907,-241.641,-568.99,-192.378,-225.546,-55.394,-117.334,-170.796,-303.422,-299.139,-385.348,-363.184,-259.926,-1646.875,-859.566,-471.866,-986.914,-363.184,-259.926,-1646.875
2016-11-30 17:00:00,-54.547,-373.832,-172.047,-240.71,-248.103,-651.834,-181.88,-233.565,-51.163,-116.676,-170.276,-302.64,-293.328,-362.308,-360.841,-235.035,-1652.802,-835.224,-461.166,-1067.279,-360.841,-235.035,-1652.802
2016-11-30 18:00:00,-45.875,-338.874,-142.434,-214.868,-250.577,-553.975,-170.57,-204.698,-45.819,-99.928,-155.503,-270.656,-287.565,-312.303,-299.883,-206.512,-1560.68,-738.461,-433.313,-929.243,-299.883,-206.512,-1560.68
2016-11-30 19:00:00,-40.117,-265.246,-107.456,-182.791,-241.573,-364.786,-157.469,-157.86,-40.776,-80.612,-132.073,-233.758,-286.066,-264.116,-268.884,-161.371,-1320.353,-629.947,-407.453,-680.114,-268.884,-161.371,-1320.353
2016-11-30 20:00:00,-33.877,-183.828,-81.647,-167.807,-214.972,-236.727,-133.553,-107.462,-29.632,-63.252,-119.608,-174.079,-285.446,-219.002,-232.73,-127.287,-1056.911,-512.689,-378.33,-477.741,-232.73,-127.287,-1056.911
2016-11-30 21:00:00,-27.572,-131.178,-67.602,-151.894,-171.874,-165.434,-111.284,-72.811,-21.734,-50.436,-109.568,-127.317,-284.822,-182.194,-191.82,-119.873,-927.644,-419.08,-356.993,-349.53,-191.82,-119.873,-927.644
2016-11-30 22:00:00,-23.484,-100.431,-59.891,-141.183,-132.341,-141.782,-102.805,-50.913,-17.064,-41.936,-101.25,-90.878,-284.198,-135.856,-170.42,-138.49,-946.868,-327.984,-343.197,-295.501,-170.42,-138.49,-946.868
2016-11-30 23:00:00,-18.615,-127.666,-72.211,-130.082,-100.417,-154.385,-87.194,-63.771,-15.681,-45.288,-113.383,-86.385,-303.268,-103.023,-137.84,-133.205,-666.816,-302.791,-364.237,-305.35,-137.84,-133.205,-666.816
2016-12-01 00:00:00,-20.682,-160.581,-84.962,-101.946,-88.328,-231.83,-77.631,-71.611,-24.299,-38.343,-135.203,-105.728,-342.648,-120.41,-140.209,-142.24,-541.352,-361.341,-405.291,-381.071,-140.209,-142.24,-541.352
2016-12-01 01:00:00,-22.369,-169.124,-87.254,-94.573,-77.459,-269.022,-74.456,-75.685,-26.68,-41.271,-106.497,-118.431,-285.558,-127.974,-140.693,-148.153,-489.579,-352.902,-353.509,-419.163,-140.693,-148.153,-489.579
2016-12-01 02:00:00,-23.032,-169.827,-88.632,-94.338,-76.885,-258.056,-76.08,-76.987,-25.842,-48.605,-54.597,-121.504,-159.924,-131.042,-145.098,-146.374,-532.257,-307.144,-234.371,-411.123,-145.098,-146.374,-532.257
2016-12-01 03:00:00,-23.704,-175.779,-93.139,-93.742,-79.242,-245.802,-77.723,-77.302,-25.067,-54.872,-47.195,-124.614,-104.055,-134.15,-149.57,-144.535,-576.703,-305.959,-183.994,-400.827,-149.57,-144.535,-576.703
2016-12-01 04:00:00,-23.872,-181.798,-98.655,-94.45,-81.634,-236.598,-78.127,-78.279,-24.715,-55.66,-121.321,-125.36,-305.758,-135.604,-151.672,-145.148,-612.527,-382.285,-386.134,-393.005,-151.672,-145.148,-612.527
2016-12-01 05:00:00,-23.988,-187.402,-103.851,-96.313,-83.975,-244.029,-78.36,-83.095,-25.081,-58.12,-126.079,-125.996,-315.299,-136.326,-153.102,-148.084,-644.888,-388.401,-398.5,-405.484,-153.102,-148.084,-644.888
2016-12-01 06:00:00,-21.864,-193.095,-106.483,-100.726,-86.343,-270.922,-70.373,-94.481,-26.797,-68.191,-133.345,-115.957,-341.77,-137.052,-154.54,-156.42,-678.088,-386.354,-436.758,-435.776,-154.54,-156.42,-678.088
2016-12-01 07:00:00,-23.494,-193.183,-91.892,-115.662,-86.155,-300.533,-74.906,-114.692,-29.121,-79.145,-140.815,-123.764,-369.31,-135.491,-151.3,-173.48,-661.47,-400.071,-477.576,-490.131,-151.3,-173.48,-661.47
2016-12-01 08:00:00,-32.53,-230.588,-92.641,-155.418,-99.99,-332.381,-101.875,-142.616,-32.144,-83.516,-148.013,-163.587,-396.231,-188.922,-208.51,-193.616,-831.988,-500.523,-511.892,-576.873,-208.51,-193.616,-831.988
2016-12-01 09:00:00,-43.856,-273.477,-92.38,-211.344,-122.022,-365.83,-135.829,-162.64,-35.988,-87.495,-154.507,-215.922,-420.965,-281.274,-320.816,-205.091,-1289.723,-651.704,-544.448,-664.299,-320.816,-205.091,-1289.723
2016-12-01 10:00:00,-54.59,-322.824,-91.55,-284.054,-143.545,-400.886,-172.027,-179.852,-40.525,-91.057,-161.143,-270.395,-446.444,-377.633,-431.976,-216.897,-1777.356,-809.171,-578.026,-752.765,-431.976,-216.897,-1777.356
2016-12-01 11:00:00,-59.378,-374.49,-90.413,-327.062,-165.145,-358.692,-191.501,-200.09,-40.104,-94.689,-162.031,-297.948,-455.414,-463.423,-518.174,-222.973,-2010.043,-923.402,-590.208,-750.283,-518.174,-222.973,-2010.043
2016-12-01 12:00:00,-55.95,-365.746,-87.793,-344.266,-162.026,-353.597,-185.529,-221.411,-39.908,-97.007,-156.329,-287.964,-440.928,-490.675,-536.385,-211.27,-1889.559,-934.969,-577.844,-760.537,-536.385,-211.27,-1889.559
2016-12-01 13:00:00,-51.227,-330.368,-88.492,-342.317,-144.988,-379.828,-173.237,-243.802,-42.778,-98.848,-149.665,-269.639,-414.714,-489.117,-529.867,-179.885,-1701.638,-908.421,-556.34,-796.866,-529.867,-179.885,-1701.638
2016-12-01 14:00:00,-46.854,-290.757,-88.699,-338.688,-128.33,-386.933,-161.363,-267.277,-42.632,-91.909,-149.486,-251.335,-406.909,-497.505,-545.708,-214.694,-1960.422,-898.326,-541.451,-815.573,-545.708,-214.694,-1960.422
2016-12-01 15:00:00,-50.829,-345.899,-84.044,-358.31,-156.892,-394.147,-170.525,-289.565,-33.149,-90.512,-149.786,-267.528,-410.069,-537.428,-582.644,-241.516,-2117.855,-954.742,-533.73,-854.237,-582.644,-241.516,-2117.855
2016-12-01 16:00:00,-56.445,-348.408,-77.634,-363.664,-157.005,-390.815,-189.52,-303.274,-22.773,-105.386,-150.017,-293.152,-413.412,-560.291,-606.781,-218.516,-2281.357,-1003.459,-541.572,-883.609,-606.781,-218.516,-2281.357
2016-12-01 17:00:00,-51.542,-332.812,-79.916,-349.574,-148.832,-386.017,-172.602,-302.915,-14.34,-89.37,-149.038,-262.001,-416.765,-544.647,-587.859,-202.122,-2278.858,-955.687,-520.475,-861.535,-587.859,-202.122,-2278.858
2016-12-01 18:00:00,-48.12,-305.841,-85.476,-322.112,-138.773,-363.797,-160.504,-306.477,-7.978,-72.904,-135.172,-246.481,-382.887,-500.761,-545.708,-186.362,-1925.258,-882.414,-463.768,-830.777,-545.708,-186.362,-1925.258
2016-12-01 19:00:00,-44.439,-272.087,-82.392,-287.437,-126.856,-294.05,-147.295,-261.274,-3.488,-63.234,-110.549,-228.625,-316.281,-439.392,-484.003,-149.808,-1474.823,-778.566,-383.003,-702.619,-484.003,-149.808,-1474.823
2016-12-01 20:00:00,-40.774,-238.055,-79.365,-239.254,-114.538,-215.573,-133.715,-182.672,-0.829,-57.437,-83.157,-210.678,-247.025,-364.007,-404.876,-124.64,-1283.386,-657.841,-305.291,-531.96,-404.876,-124.64,-1283.386
2016-12-01 21:00:00,-34.14,-193.183,-75.407,-212.188,-90.914,-182.186,-108.629,-176.165,-6.273,-55.037,-68.596,-171.295,-213.814,-268.119,-306.859,-111.305,-1203.723,-508.011,-275.125,-466.98,-306.859,-111.305,-1203.723
2016-12-01 22:00:00,-32.518,-153.297,-71.368,-195.12,-72.747,-207.753,-97.018,-176.068,-17.904,-54.794,-64.353,-157.654,-203.885,-273.198,-316.245,-120.849,-1158.671,-495.205,-276.583,-480.84,-316.245,-120.849,-1158.671
2016-12-01 23:00:00,-27.373,-127.742,-57.987,-169.874,-78.501,-171.079,-77.771,-141.864,-21.792,-54.529,-60.527,-127.3,-179.369,-232.396,-282.685,-111.996,-1164.642,-420.223,-255.69,-390.714,-282.685,-111.996,-1164.642
2016-12-02 00:00:00,-24.906,-121.903,-39.08,-134.883,-112.96,-184.192,-73.582,-113.398,-25.109,-45.916,-62.338,-109.294,-163.567,-161.68,-216.796,-98.081,-1093.904,-333.311,-234.592,-371.172,-216.796,-98.081,-1093.904
2016-12-02 01:00:00,-22.256,-119.002,-29.568,-121.231,-99.42,-149.437,-60.803,-101.77,-24.735,-40.611,-59.434,-100.111,-188.625,-127.716,-171.112,-85.973,-1071.065,-287.26,-253.971,-312.01,-171.112,-85.973,-1071.065
2016-12-02 02:00:00,-20.992,-120.524,-30.554,-125.138,-49.225,-131.099,-51.221,-104.411,-23.67,-39.625,-59.393,-99.566,-226.534,-137.884,-158.826,-87.631,-1061.641,-296.843,-289.829,-286.731,-158.826,-87.631,-1061.641
2016-12-02 03:00:00,-21.275,-121.585,-31.556,-129.105,-27.926,-128.785,-53.337,-107.083,-22.854,-38.613,-61.387,-98.696,-253.01,-148.441,-159.347,-91.079,-1051.877,-308.524,-314.476,-289.204,-159.347,-91.079,-1051.877
2016-12-02 04:00:00,-21.412,-124.625,-31.911,-132.998,-82.964,-133.425,-72.313,-107.724,-23.029,-37.902,-63.416,-103.179,-254.606,-156.914,-159.711,-94.508,-1056.536,-323.509,-315.537,-313.462,-159.711,-94.508,-1056.536
2016-12-02 05:00:00,-21.457,-133.486,-32.074,-135.764,-100.913,-142.797,-72.001,-108.27,-24.08,-38.315,-65.124,-107.973,-255.545,-163.975,-159.762,-97.577,-1087.201,-337.072,-317.94,-323.068,-159.762,-97.577,-1087.201
2016-12-02 06:00:00,-21.104,-149.829,-32.238,-138.56,-107.842,-151.715,-71.785,-99.644,-26.3,-47.138,-66.823,-114.198,-293.43,-171.188,-157.641,-100.694,-1151.353,-352.208,-366.868,-323.144,-157.641,-100.694,-1151.353
2016-12-02 07:00:00,-20.036,-177.217,-30.827,-142.043,-115.0,-157.992,-68.104,-106.353,-30.283,-60.826,-66.844,-133.85,-351.65,-164.339,-148.389,-97.808,-1282.958,-365.033,-442.759,-332.449,-148.389,-97.808,-1282.958
2016-12-02 08:00:00,-18.994,-212.083,-45.837,-198.567,-122.075,-156.916,-62.477,-140.573,-34.526,-76.893,-77.988,-153.57,-367.143,-194.996,-139.418,-128.117,-1459.597,-426.553,-478.562,-359.966,-139.418,-128.117,-1459.597
2016-12-02 09:00:00,-19.372,-239.028,-75.696,-231.549,-129.208,-167.595,-56.648,-185.546,-38.212,-96.789,-103.327,-174.478,-385.282,-285.514,-129.534,-159.592,-1571.068,-563.32,-520.283,-409.789,-129.534,-159.592,-1571.068
2016-12-02 10:00:00,-29.607,-267.104,-108.969,-260.557,-135.912,-181.183,-60.127,-232.355,-37.872,-123.441,-127.46,-184.394,-408.414,-405.911,-194.356,-196.041,-1686.644,-717.765,-569.727,-473.664,-194.356,-196.041,-1686.644
2016-12-02 11:00:00,-33.346,-296.742,-139.702,-256.48,-134.776,-217.517,-65.779,-256.032,-36.467,-139.963,-159.868,-175.63,-431.29,-513.078,-257.961,-234.749,-1750.314,-848.576,-607.721,-539.328,-257.961,-234.749,-1750.314
2016-12-02 12:00:00,-30.59,-327.935,-149.594,-246.87,-128.297,-249.127,-71.949,-247.453,-41.229,-143.655,-161.541,-180.951,-444.383,-470.537,-240.895,-229.073,-1676.934,-813.028,-629.266,-568.529,-240.895,-229.073,-1676.934
2016-12-02 13:00:00,-31.467,-360.686,-151.226,-237.866,-124.031,-233.874,-80.281,-231.706,-41.516,-144.302,-147.713,-181.06,-457.674,-399.434,-240.812,-206.379,-1409.262,-728.207,-643.492,-545.86,-240.812,-206.379,-1409.262
2016-12-02 14:00:00,-33.284,-393.259,-150.796,-229.04,-128.758,-223.377,-84.551,-215.976,-34.701,-141.207,-132.056,-178.743,-400.852,-449.762,-253.691,-196.971,-1668.563,-760.56,-576.76,-523.905,-253.691,-196.971,-1668.563
2016-12-02 15:00:00,-34.4,-416.564,-163.635,-229.869,-129.079,-211.687,-78.998,-229.891,-24.158,-137.177,-151.43,-171.569,-418.638,-485.295,-264.724,-237.482,-1806.558,-808.294,-579.973,-520.576,-264.724,-237.482,-1806.558
2016-12-02 16:00:00,-35.01,-430.064,-167.0,-236.992,-129.401,-195.037,-69.513,-251.91,-15.519,-153.021,-158.244,-164.541,-478.794,-522.209,-268.197,-235.467,-1660.62,-844.995,-647.334,-516.461,-268.197,-235.467,-1660.62
2016-12-02 17:00:00,-35.626,-428.673,-164.976,-197.792,-127.193,-179.066,-60.062,-225.142,-8.996,-155.53,-151.691,-157.592,-426.166,-518.103,-271.693,-220.477,-1529.389,-827.387,-590.692,-464.27,-271.693,-220.477,-1529.389
2016-12-02 18:00:00,-35.591,-434.161,-153.895,-162.499,-114.392,-163.779,-70.213,-211.805,-4.448,-133.517,-138.288,-150.658,-372.155,-433.977,-273.178,-200.663,-1363.281,-722.923,-510.12,-445.797,-273.178,-200.663,-1363.281
2016-12-02 19:00:00,-34.258,-352.806,-135.237,-129.082,-88.47,-152.832,-71.208,-196.461,-1.485,-112.769,-124.595,-135.221,-327.105,-340.007,-262.469,-179.416,-1060.338,-599.823,-441.358,-420.501,-262.469,-179.416,-1060.338
2016-12-02 20:00:00,-30.108,-257.585,-108.531,-112.632,-66.767,-146.137,-66.492,-181.039,-0.108,-98.751,-110.278,-130.099,-290.72,-290.03,-236.455,-158.104,-846.089,-530.407,-389.578,-393.668,-236.455,-158.104,-846.089
2016-12-02 21:00:00,-24.956,-239.767,-74.463,-102.458,-55.535,-145.72,-61.939,-147.197,-10.422,-86.714,-90.694,-130.075,-280.153,-272.451,-200.937,-129.863,-730.995,-493.22,-377.289,-354.856,-200.937,-129.863,-730.995
2016-12-02 22:00:00,-25.287,-241.52,-75.869,-96.28,-51.581,-149.43,-57.805,-135.475,-21.01,-81.622,-72.64,-126.225,-278.247,-263.394,-201.182,-101.705,-791.719,-462.259,-380.878,-342.71,-201.182,-101.705,-791.719
2016-12-02 23:00:00,-26.273,-210.668,-72.872,-97.669,-61.038,-207.523,-76.269,-106.335,-24.05,-85.557,-61.798,-136.692,-259.159,-242.529,-221.505,-90.712,-870.007,-441.018,-368.766,-390.126,-221.505,-90.712,-870.007
2016-12-03 00:00:00,-25.964,-211.175,-68.031,-131.691,-84.116,-241.436,-77.588,-84.75,-27.964,-72.674,-62.161,-179.131,-181.542,-178.183,-250.623,-98.381,-1053.93,-419.474,-282.18,-403.775,-250.623,-98.381,-1053.93
2016-12-03 01:00:00,-27.006,-213.188,-68.706,-145.125,-97.155,-236.206,-82.292,-73.642,-28.122,-61.714,-60.587,-188.249,-154.422,-142.959,-243.179,-97.148,-1114.654,-391.795,-244.259,-392.141,-243.179,-97.148,-1114.654
2016-12-03 02:00:00,-27.943,-214.955,-71.665,-143.376,-98.665,-226.527,-85.112,-73.329,-26.767,-58.94,-58.855,-179.457,-167.539,-139.94,-231.162,-92.209,-1101.624,-378.252,-253.247,-384.967,-231.162,-92.209,-1101.624
2016-12-03 03:00:00,-28.298,-216.729,-72.897,-141.653,-100.19,-217.547,-85.994,-73.017,-25.758,-56.711,-57.15,-173.485,-181.188,-136.953,-221.373,-87.399,-1089.807,-367.588,-263.657,-376.558,-221.373,-87.399,-1089.807
2016-12-03 04:00:00,-28.656,-218.314,-73.909,-145.772,-101.248,-218.125,-86.881,-75.94,-25.522,-56.12,-55.469,-172.466,-195.375,-134.001,-220.089,-81.848,-1120.687,-361.936,-277.017,-380.946,-220.089,-81.848,-1120.687
2016-12-03 05:00:00,-29.033,-215.467,-75.083,-154.307,-100.664,-231.24,-88.148,-80.23,-26.536,-58.629,-54.888,-178.206,-200.14,-132.862,-228.847,-74.689,-1195.352,-365.955,-285.305,-399.619,-228.847,-74.689,-1195.352
2016-12-03 06:00:00,-29.897,-212.643,-76.41,-168.755,-100.081,-249.208,-95.2,-85.248,-28.633,-64.518,-55.21,-188.072,-203.135,-134.015,-242.12,-67.86,-1325.886,-377.297,-296.286,-429.655,-242.12,-67.86,-1325.886
2016-12-03 07:00:00,-35.735,-191.632,-96.675,-185.185,-89.613,-252.728,-119.975,-92.727,-29.159,-67.541,-55.533,-191.286,-206.155,-135.176,-241.148,-56.447,-1480.785,-381.995,-302.854,-465.43,-241.148,-56.447,-1480.785
2016-12-03 08:00:00,-33.908,-182.891,-100.752,-202.171,-86.487,-243.476,-111.309,-94.703,-26.912,-63.556,-58.105,-181.123,-192.075,-139.59,-228.736,-92.023,-1657.103,-378.817,-282.543,-449.488,-228.736,-92.023,-1657.103
2016-12-03 09:00:00,-31.195,-178.121,-93.382,-219.74,-85.035,-265.692,-100.497,-95.155,-29.701,-66.669,-70.41,-193.424,-162.149,-148.99,-262.911,-127.528,-1900.804,-412.824,-258.52,-461.345,-262.911,-127.528,-1900.804
2016-12-03 10:00:00,-28.589,-173.28,-85.528,-201.62,-83.922,-238.675,-91.486,-143.488,-27.719,-65.843,-134.769,-169.103,-206.871,-274.699,-234.255,-161.178,-1733.321,-578.571,-300.433,-473.649,-234.255,-161.178,-1733.321
2016-12-03 11:00:00,-26.092,-164.968,-78.894,-169.387,-79.359,-191.126,-84.252,-170.914,-20.697,-51.435,-151.11,-134.814,-273.873,-347.344,-185.633,-169.81,-1470.575,-633.268,-346.005,-446.292,-185.633,-169.81,-1470.575
2016-12-03 12:00:00,-23.709,-127.698,-72.592,-149.715,-56.974,-178.176,-77.317,-153.14,-18.934,-45.772,-152.396,-131.295,-304.176,-351.336,-178.056,-174.179,-1269.481,-635.028,-368.881,-408.633,-178.056,-174.179,-1269.481
2016-12-03 13:00:00,-21.441,-104.536,-66.552,-149.2,-49.359,-165.54,-70.68,-166.86,-17.841,-43.926,-151.911,-125.034,-303.779,-349.51,-169.053,-179.876,-1248.758,-626.455,-365.546,-403.08,-169.053,-179.876,-1248.758
2016-12-03 14:00:00,-19.286,-112.384,-60.775,-155.944,-59.756,-153.37,-64.341,-162.747,-16.781,-42.12,-158.569,-118.926,-290.512,-350.767,-160.284,-195.517,-1273.462,-628.262,-349.413,-380.459,-160.284,-195.517,-1273.462
